family	Lotmaria passim	Bodo saltans	Paratrypanosoma confusum	Trypanosoma brucei	Trypanosoma cruzi	Trypanosoma theileri	Leishmania donovani	Leishmania major	Leishmania braziliensis	Crithidia fasciculata	Crithidia bombi	Leptomonas seymouri	Leptomonas pyrrhocoris
OG0000861	0	0	0	0	0	0	0	0	0	0	1	0	0
OG0000862	0	0	0	0	0	0	0	0	0	0	1	0	0
OG0000863	0	0	0	0	0	0	0	0	0	1	0	0	0
OG0000864	0	0	0	0	0	0	0	0	0	1	0	0	0
OG0000865	0	0	0	0	0	0	0	0	0	1	0	0	0
OG0000866	0	0	0	0	0	0	0	0	0	1	0	0	0
OG0000867	0	0	0	0	0	0	0	0	0	1	0	0	0
OG0000868	0	0	0	0	0	0	0	0	0	1	0	0	0
OG0000869	0	0	0	0	0	0	0	0	0	1	0	0	0
OG0000870	0	0	0	0	0	0	0	0	1	0	0	0	0
OG0000871	0	0	0	0	0	0	0	0	1	0	0	0	0
OG0000872	0	0	0	0	0	0	0	0	1	0	0	0	0
OG0000873	0	0	0	0	0	0	0	0	1	0	0	0	0
OG0000874	0	0	0	0	0	0	0	0	1	0	0	0	0
OG0000875	0	0	0	0	0	0	0	0	1	0	0	0	0
OG0000876	0	0	0	0	0	0	0	0	1	0	0	0	0
OG0000877	0	0	0	0	0	0	1	0	0	0	0	0	0
OG0000878	0	0	0	0	0	0	1	0	0	0	0	0	0
OG0000879	0	0	0	0	0	0	1	0	0	0	0	0	0
OG0000880	0	0	0	0	0	0	1	0	0	0	0	0	0
OG0000881	0	0	0	0	0	0	1	0	0	0	0	0	0
OG0000882	0	0	0	0	0	0	1	0	0	0	0	0	0
OG0000883	0	0	0	0	0	0	0	1	0	0	0	0	0
OG0000884	0	0	0	0	0	0	0	1	0	0	0	0	0
OG0000885	0	0	0	0	0	0	0	1	0	0	0	0	0
OG0000886	0	0	0	0	0	0	0	1	0	0	0	0	0
OG0000887	0	0	0	0	0	0	0	0	0	0	0	0	1
OG0000888	0	0	0	0	0	0	0	0	0	0	0	0	1
OG0000889	0	0	0	0	0	0	0	0	0	0	0	0	1
OG0000890	0	0	0	0	0	0	0	0	0	0	0	0	1
OG0000891	0	0	0	0	0	0	0	0	0	0	0	0	1
OG0000892	0	0	0	0	0	0	0	0	0	0	0	0	1
OG0000893	0	0	0	0	0	0	0	0	0	0	0	0	1
OG0000894	0	0	0	0	0	0	0	0	0	0	0	0	1
OG0000895	0	0	0	0	0	0	0	0	0	0	0	0	1
OG0000896	0	0	0	0	0	0	0	0	0	0	0	0	1
OG0000897	0	0	0	0	0	0	0	0	0	0	0	0	1
OG0000898	0	0	0	0	0	0	0	0	0	0	0	0	1
OG0000899	0	0	0	0	0	0	0	0	0	0	0	0	1
OG0000900	0	0	0	0	0	0	0	0	0	0	0	0	1
OG0000901	0	0	0	0	0	0	0	0	0	0	0	0	1
OG0000902	0	0	0	0	0	0	0	0	0	0	0	1	0
OG0000903	0	0	0	0	0	0	0	0	0	0	0	1	0
OG0000904	0	0	0	0	0	0	0	0	0	0	0	1	0
OG0000905	0	0	0	0	0	0	0	0	0	0	0	1	0
OG0000906	0	0	0	0	0	0	0	0	0	0	0	1	0
OG0000907	0	0	0	0	0	0	0	0	0	0	0	1	0
OG0000908	0	0	0	0	0	0	0	0	0	0	0	1	0
OG0000909	0	0	0	0	0	0	0	0	0	0	0	1	0
OG0000910	0	0	0	0	0	0	0	0	0	0	0	1	0
OG0000911	0	0	0	0	0	0	0	0	0	0	0	1	0
OG0000912	0	0	0	0	0	0	0	0	0	0	0	1	0
OG0000913	0	0	0	0	0	0	0	0	0	0	0	1	0
OG0000914	1	0	0	0	0	0	0	0	0	0	0	0	0
OG0000915	1	0	0	0	0	0	0	0	0	0	0	0	0
OG0000916	1	0	0	0	0	0	0	0	0	0	0	0	0
OG0000917	1	0	0	0	0	0	0	0	0	0	0	0	0
OG0000918	1	0	0	0	0	0	0	0	0	0	0	0	0
OG0000919	1	0	0	0	0	0	0	0	0	0	0	0	0
OG0000920	1	0	0	0	0	0	0	0	0	0	0	0	0
OG0000921	1	0	0	0	0	0	0	0	0	0	0	0	0
OG0000922	1	0	0	0	0	0	0	0	0	0	0	0	0
OG0000923	1	0	0	0	0	0	0	0	0	0	0	0	0
OG0000924	0	0	1	0	0	0	0	0	0	0	0	0	0
OG0000925	0	0	1	0	0	0	0	0	0	0	0	0	0
OG0000926	0	0	1	0	0	0	0	0	0	0	0	0	0
OG0000927	0	0	1	0	0	0	0	0	0	0	0	0	0
OG0000928	0	0	1	0	0	0	0	0	0	0	0	0	0
OG0000929	0	0	1	0	0	0	0	0	0	0	0	0	0
OG0000930	0	0	1	0	0	0	0	0	0	0	0	0	0
OG0000931	0	0	1	0	0	0	0	0	0	0	0	0	0
OG0000932	0	0	1	0	0	0	0	0	0	0	0	0	0
OG0000933	0	0	1	0	0	0	0	0	0	0	0	0	0
OG0000934	0	0	1	0	0	0	0	0	0	0	0	0	0
OG0000935	0	0	1	0	0	0	0	0	0	0	0	0	0
OG0000936	0	0	1	0	0	0	0	0	0	0	0	0	0
OG0000937	0	0	1	0	0	0	0	0	0	0	0	0	0
OG0000938	0	0	1	0	0	0	0	0	0	0	0	0	0
OG0000939	0	0	1	0	0	0	0	0	0	0	0	0	0
OG0000940	0	0	1	0	0	0	0	0	0	0	0	0	0
OG0000941	0	0	1	0	0	0	0	0	0	0	0	0	0
OG0000942	0	0	1	0	0	0	0	0	0	0	0	0	0
OG0000943	0	0	1	0	0	0	0	0	0	0	0	0	0
OG0000944	0	0	1	0	0	0	0	0	0	0	0	0	0
OG0000945	0	0	1	0	0	0	0	0	0	0	0	0	0
OG0000946	0	0	1	0	0	0	0	0	0	0	0	0	0
OG0000947	0	0	1	0	0	0	0	0	0	0	0	0	0
OG0000948	0	0	1	0	0	0	0	0	0	0	0	0	0
OG0000949	0	0	1	0	0	0	0	0	0	0	0	0	0
OG0000950	0	0	1	0	0	0	0	0	0	0	0	0	0
OG0000951	0	0	1	0	0	0	0	0	0	0	0	0	0
OG0000952	0	0	1	0	0	0	0	0	0	0	0	0	0
OG0000953	0	0	1	0	0	0	0	0	0	0	0	0	0
OG0000954	0	0	1	0	0	0	0	0	0	0	0	0	0
OG0000955	0	0	0	1	0	0	0	0	0	0	0	0	0
OG0000956	0	0	0	1	0	0	0	0	0	0	0	0	0
OG0000957	0	0	0	1	0	0	0	0	0	0	0	0	0
OG0000958	0	0	0	1	0	0	0	0	0	0	0	0	0
OG0000959	0	0	0	1	0	0	0	0	0	0	0	0	0
OG0000960	0	0	0	1	0	0	0	0	0	0	0	0	0
OG0000961	0	0	0	1	0	0	0	0	0	0	0	0	0
OG0000962	0	0	0	1	0	0	0	0	0	0	0	0	0
OG0000963	0	0	0	1	0	0	0	0	0	0	0	0	0
OG0000964	0	0	0	1	0	0	0	0	0	0	0	0	0
OG0000965	0	0	0	1	0	0	0	0	0	0	0	0	0
OG0000966	0	0	0	1	0	0	0	0	0	0	0	0	0
OG0000967	0	0	0	1	0	0	0	0	0	0	0	0	0
OG0000968	0	0	0	1	0	0	0	0	0	0	0	0	0
OG0000969	0	0	0	1	0	0	0	0	0	0	0	0	0
OG0000970	0	0	0	1	0	0	0	0	0	0	0	0	0
OG0000971	0	0	0	1	0	0	0	0	0	0	0	0	0
OG0000972	0	0	0	1	0	0	0	0	0	0	0	0	0
OG0000973	0	0	0	1	0	0	0	0	0	0	0	0	0
OG0000974	0	0	0	1	0	0	0	0	0	0	0	0	0
OG0000975	0	0	0	1	0	0	0	0	0	0	0	0	0
OG0000976	0	0	0	1	0	0	0	0	0	0	0	0	0
OG0000977	0	0	0	1	0	0	0	0	0	0	0	0	0
OG0000978	0	0	0	0	1	0	0	0	0	0	0	0	0
OG0000979	0	0	0	0	1	0	0	0	0	0	0	0	0
OG0000980	0	0	0	0	1	0	0	0	0	0	0	0	0
OG0000981	0	0	0	0	1	0	0	0	0	0	0	0	0
OG0000982	0	0	0	0	1	0	0	0	0	0	0	0	0
OG0000983	0	0	0	0	1	0	0	0	0	0	0	0	0
OG0000984	0	0	0	0	1	0	0	0	0	0	0	0	0
OG0000985	0	0	0	0	1	0	0	0	0	0	0	0	0
OG0000986	0	0	0	0	1	0	0	0	0	0	0	0	0
OG0000987	0	0	0	0	1	0	0	0	0	0	0	0	0
OG0000988	0	0	0	0	1	0	0	0	0	0	0	0	0
OG0000989	0	0	0	0	1	0	0	0	0	0	0	0	0
OG0000990	0	0	0	0	1	0	0	0	0	0	0	0	0
OG0000991	0	0	0	0	1	0	0	0	0	0	0	0	0
OG0000992	0	0	0	0	1	0	0	0	0	0	0	0	0
OG0000993	0	0	0	0	1	0	0	0	0	0	0	0	0
OG0000994	0	0	0	0	1	0	0	0	0	0	0	0	0
OG0000995	0	0	0	0	0	1	0	0	0	0	0	0	0
OG0000996	0	0	0	0	0	1	0	0	0	0	0	0	0
OG0000997	0	0	0	0	0	1	0	0	0	0	0	0	0
OG0000998	0	0	0	0	0	1	0	0	0	0	0	0	0
OG0000999	0	0	0	0	0	1	0	0	0	0	0	0	0
OG0001000	0	0	0	0	0	1	0	0	0	0	0	0	0
OG0001001	0	0	0	0	0	1	0	0	0	0	0	0	0
OG0001002	0	0	0	0	0	1	0	0	0	0	0	0	0
OG0001003	0	0	0	0	0	1	0	0	0	0	0	0	0
OG0001004	0	0	0	0	0	1	0	0	0	0	0	0	0
OG0001005	0	0	0	0	0	1	0	0	0	0	0	0	0
OG0001006	0	0	0	0	0	1	0	0	0	0	0	0	0
OG0001007	0	0	0	0	0	1	0	0	0	0	0	0	0
OG0001008	0	0	0	0	0	1	0	0	0	0	0	0	0
OG0001009	0	0	0	0	0	1	0	0	0	0	0	0	0
OG0001010	0	0	0	0	0	1	0	0	0	0	0	0	0
OG0001011	0	0	0	0	0	1	0	0	0	0	0	0	0
OG0001012	0	0	0	0	0	1	0	0	0	0	0	0	0
OG0001013	0	0	0	0	0	1	0	0	0	0	0	0	0
OG0001014	0	0	0	0	0	1	0	0	0	0	0	0	0
OG0001015	0	0	0	0	0	1	0	0	0	0	0	0	0
OG0001016	0	0	0	0	0	1	0	0	0	0	0	0	0
OG0001017	0	0	0	0	0	1	0	0	0	0	0	0	0
OG0001018	0	0	0	0	0	1	0	0	0	0	0	0	0
OG0001019	0	0	0	0	0	1	0	0	0	0	0	0	0
